index;2025;2030;2035;2040;2045;2050
1229;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1230;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1231;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1232;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1233;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1234;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1235;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1236;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1237;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1238;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1239;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1240;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1241;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1242;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1243;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1244;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1245;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1246;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1247;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1248;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1249;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1250;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1251;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1252;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1253;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1254;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1255;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1256;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1257;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1258;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1259;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1260;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1261;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1262;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1263;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1264;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1265;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1266;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1267;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1268;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1269;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1270;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1271;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1272;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1273;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1274;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1275;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1276;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1277;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1278;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1279;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1280;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1281;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1282;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1283;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1284;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1285;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1286;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1287;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1288;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1289;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1290;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1291;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1292;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1293;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1294;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1295;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1296;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1297;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1298;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1299;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1300;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1301;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1302;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1303;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1304;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1305;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1306;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1307;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1308;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1309;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1310;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1311;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1312;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1313;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1314;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1315;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1316;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1317;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1318;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1319;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1320;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1321;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1322;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1323;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1324;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1325;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1326;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1327;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1328;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1329;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1330;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1331;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1332;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1333;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1334;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1335;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1336;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1337;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1338;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1339;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1340;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1341;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1342;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1343;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1344;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1345;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1346;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1347;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1348;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1349;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1350;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1351;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1352;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1353;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1354;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1355;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1356;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1357;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1358;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1359;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1360;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1361;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1362;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1363;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1364;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1365;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1366;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1367;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1368;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1369;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1370;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1371;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1372;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1373;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1374;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1375;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1376;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1377;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1378;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1379;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1380;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1381;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1382;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1383;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1384;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1385;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1386;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1387;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1388;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1389;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1390;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1391;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1392;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1393;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1394;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1395;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1396;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1397;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1398;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1399;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1400;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1401;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1402;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1403;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1404;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1405;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1406;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1407;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1408;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1409;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1410;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1411;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1412;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1413;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1414;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1415;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04;1,49E-04
1416;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1417;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1418;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1419;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1420;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1421;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1422;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1423;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1424;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1425;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1426;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1427;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1428;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1429;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1430;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1431;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1432;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1433;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1434;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1435;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1436;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1437;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1438;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1439;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1440;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1441;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1442;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1443;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1444;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1445;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1446;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1447;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1448;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1449;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1450;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1451;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1452;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1453;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1454;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1455;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1456;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1457;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1458;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1459;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1460;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1461;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1462;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1463;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1464;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1465;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1466;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1467;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1468;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1469;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1470;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1471;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1472;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1473;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1474;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1475;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1476;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1477;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1478;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1479;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1480;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1481;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1482;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1483;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1484;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1485;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1486;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1487;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1488;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1489;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1490;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1491;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1492;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1493;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1494;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1495;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1496;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1497;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1498;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1499;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1500;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1501;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1502;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1503;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1504;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1505;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1506;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1507;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1508;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1509;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1510;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1511;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1512;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1513;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1514;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1515;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1516;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1517;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1518;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1519;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1520;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1521;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1522;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1523;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1524;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1525;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1526;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1527;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1528;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1529;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1530;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1531;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1532;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1533;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1534;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1535;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1536;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1537;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
1538;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04;1,46E-04
